customer_id,tenure_months,contract_type,network_type,monthly_bill,total_call_duration,days_since_recharge,network_drops,complaints,churn_label
TEL-18926,66,Month-to-Month,4G,37.53,556,36,2,1,1
TEL-18927,22,1-Year,4G,25.03,605,33,4,0,0
TEL-18928,53,1-Year,4G,54.27,162,27,0,0,0
TEL-18929,40,2-Year,4G,117.75,562,16,0,3,0
TEL-18930,45,2-Year,4G,72.63,576,34,4,3,1
TEL-18931,35,Month-to-Month,4G,72.89,425,35,0,0,0
TEL-18932,55,1-Year,4G,90.54,711,27,0,1,0
TEL-18933,36,1-Year,5G,113.52,584,19,0,2,0
TEL-18934,47,2-Year,4G,58.01,371,25,3,0,0
TEL-18935,17,1-Year,4G,57.82,696,19,1,0,0
TEL-18936,58,Month-to-Month,5G,116.08,540,23,1,0,0
TEL-18937,33,1-Year,4G,99.94,574,13,1,4,1
TEL-18938,57,Month-to-Month,4G,79.17,183,40,0,0,0
TEL-18939,36,1-Year,4G,66.0,504,27,0,0,0
TEL-18940,57,2-Year,4G,26.93,677,9,2,0,0
TEL-18941,41,2-Year,5G,36.66,178,30,5,0,0
TEL-18942,25,Month-to-Month,4G,93.16,0,89,1,0,1
TEL-18943,37,,5G,67.55,538,42,1,0,0
TEL-18944,44,Month-to-Month,5G,33.19,347,3,1,1,0
TEL-18945,18,Month-to-Month,5G,112.31,622,24,0,0,0
TEL-18946,17,1-Year,4G,82.85,537,33,0,0,0
TEL-18947,70,Month-to-Month,4G,43.33,618,21,7,0,1
TEL-18948,23,1-Year,4G,113.0,678,24,4,0,0
TEL-18949,11,Month-to-Month,4G,75.72,464,37,1,1,0
TEL-18950,31,Month-to-Month,4G,116.84,344,34,0,0,0
TEL-18951,29,2-Year,4G,109.5,562,19,1,1,0
TEL-18952,6,Month-to-Month,5G,66.83,587,40,2,2,1
TEL-18953,66,2-Year,5G,90.48,517,19,3,1,0
TEL-18954,15,2-Year,4G,99.49,625,21,0,1,1
TEL-18955,57,Month-to-Month,4G,101.42,575,32,0,0,0
TEL-18956,11,Month-to-Month,4G,42.39,503,42,1,4,1
TEL-18957,4,Month-to-Month,5G,94.41,771,24,0,1,0
TEL-18958,61,2-Year,4G,94.23,552,33,0,0,0
TEL-18959,24,1-Year,5G,39.03,283,35,3,1,0
TEL-18960,9,Month-to-Month,4G,49.33,699,36,1,0,0
TEL-18961,67,Month-to-Month,4G,83.94,460,32,3,1,0
TEL-18962,62,Month-to-Month,5G,54.77,693,6,1,0,0
TEL-18963,67,Month-to-Month,5G,117.37,235,37,1,1,0
TEL-18964,13,Month-to-Month,5G,32.73,575,32,1,0,1
TEL-18965,44,Month-to-Month,4G,52.18,496,24,0,0,0
TEL-18966,44,Month-to-Month,4G,54.85,264,41,0,0,0
TEL-18967,51,Month-to-Month,4G,71.19,0,80,0,0,1
TEL-18968,58,2-Year,4G,90.86,656,25,0,0,0
TEL-18969,9,Month-to-Month,4G,103.3,626,35,0,1,0
TEL-18970,17,Month-to-Month,4G,59.79,426,14,0,1,0
TEL-18971,3,1-Year,5G,93.84,457,34,0,0,0
TEL-18972,1,1-Year,4G,33.53,580,39,2,0,1
TEL-18973,9,1-Year,5G,23.76,521,8,0,3,0
TEL-18974,30,Month-to-Month,4G,91.07,236,24,0,0,1
TEL-18975,49,Month-to-Month,4G,76.64,335,24,1,2,0
TEL-18976,49,1-Year,4G,80.85,588,22,5,2,1
TEL-18977,50,Month-to-Month,5G,92.3,467,43,2,0,0
TEL-18978,61,Month-to-Month,4G,76.38,447,43,0,2,0
TEL-18979,29,2-Year,4G,30.94,536,50,0,0,0
TEL-18980,52,Month-to-Month,4G,51.28,516,23,0,4,1
TEL-18981,55,Month-to-Month,5G,106.04,343,30,0,0,0
TEL-18982,27,Month-to-Month,4G,21.08,460,20,0,0,0
TEL-18983,49,2-Year,4G,70.43,480,36,0,0,0
TEL-18984,58,2-Year,4G,95.29,356,34,0,0,0
TEL-18985,18,1-Year,4G,118.83,539,18,5,1,1
TEL-18986,29,,4G,26.85,351,31,3,4,0
TEL-18987,34,1-Year,5G,65.53,447,19,3,0,0
TEL-18988,41,2-Year,4G,105.82,393,35,0,0,0
TEL-18989,2,Month-to-Month,4G,102.78,333,31,3,2,0
TEL-18990,52,1-Year,4G,42.16,0,100,0,0,1
TEL-18991,12,1-Year,4G,50.95,344,14,1,2,0
TEL-18992,17,Month-to-Month,5G,43.75,441,20,1,0,0
TEL-18993,61,1-Year,5G,102.58,439,39,0,0,0
TEL-18994,9,Month-to-Month,4G,98.86,599,36,2,0,0
TEL-18995,61,1-Year,4G,28.35,658,23,0,0,0
TEL-18996,62,Month-to-Month,4G,108.22,440,28,1,0,0
TEL-18997,15,Month-to-Month,5G,98.49,502,19,0,0,0
TEL-18998,5,Month-to-Month,4G,49.04,798,52,0,1,1
TEL-18999,12,1-Year,5G,114.45,586,31,0,0,0
TEL-19000,67,Month-to-Month,4G,67.36,373,47,0,2,1
TEL-19001,67,Month-to-Month,4G,54.18,360,16,0,0,1
TEL-19002,67,Month-to-Month,4G,95.88,490,23,1,0,0
TEL-19003,38,2-Year,4G,102.44,359,40,1,0,0
TEL-19004,68,Month-to-Month,4G,108.26,551,16,9,0,1
TEL-19005,11,Month-to-Month,4G,74.53,503,24,3,0,0
TEL-19006,49,Month-to-Month,4G,37.79,677,33,2,0,1
TEL-19007,13,1-Year,5G,63.65,256,7,5,0,1
TEL-19008,47,2-Year,5G,116.24,327,22,4,1,0
TEL-19009,69,Month-to-Month,4G,55.78,386,37,0,0,0
TEL-19010,8,Month-to-Month,5G,33.02,312,19,4,0,0
TEL-19011,62,2-Year,4G,108.83,342,26,0,3,0
TEL-19012,27,1-Year,4G,74.61,318,16,1,2,0
TEL-19013,37,Month-to-Month,5G,23.37,419,37,3,0,0
TEL-19014,15,,4G,64.65,38,25,1,1,0
TEL-19015,35,Month-to-Month,4G,28.9,430,43,4,0,0
TEL-19016,51,Month-to-Month,5G,31.92,612,22,3,0,0
TEL-19017,59,Month-to-Month,5G,25.38,444,29,1,1,0
TEL-19018,40,Month-to-Month,5G,28.96,615,16,1,1,0
TEL-19019,55,Month-to-Month,4G,95.11,580,33,5,0,0
TEL-19020,58,Month-to-Month,4G,35.8,379,26,1,0,0
TEL-19021,63,Month-to-Month,4G,55.07,453,33,3,0,0
TEL-19022,17,Month-to-Month,4G,37.16,735,36,2,0,1
TEL-19023,15,2-Year,4G,31.8,687,20,1,1,0
TEL-19024,37,Month-to-Month,5G,84.63,502,30,5,2,1
TEL-19025,66,Month-to-Month,4G,25.37,409,13,0,0,0
TEL-19026,1,Month-to-Month,4G,64.7,684,25,3,3,0
TEL-19027,8,1-Year,5G,34.38,346,26,7,2,1
TEL-19028,12,Month-to-Month,4G,25.01,269,9,4,1,1
TEL-19029,30,1-Year,4G,52.17,369,15,0,0,0
TEL-19030,53,2-Year,4G,53.21,486,35,0,0,0
TEL-19031,65,Month-to-Month,4G,111.28,451,27,1,0,0
TEL-19032,18,1-Year,4G,62.44,770,16,1,0,0
TEL-19033,64,1-Year,4G,105.47,460,28,2,0,0
TEL-19034,65,Month-to-Month,4G,96.51,721,42,4,1,1
TEL-19035,23,Month-to-Month,4G,101.55,541,33,0,0,0
TEL-19036,8,2-Year,4G,115.5,417,22,1,0,0
TEL-19037,2,1-Year,4G,110.33,491,20,5,0,0
TEL-19038,41,Month-to-Month,4G,20.63,658,30,1,0,1
TEL-19039,16,1-Year,5G,53.65,550,24,2,0,0
TEL-19040,65,Month-to-Month,4G,91.81,390,34,1,0,0
TEL-19041,18,Month-to-Month,4G,65.88,432,28,0,0,0
TEL-19042,34,Month-to-Month,4G,59.94,455,39,2,0,0
TEL-19043,18,,4G,119.77,470,33,0,0,0
TEL-19044,22,Month-to-Month,5G,72.84,648,50,0,0,0
TEL-19045,49,2-Year,4G,25.96,356,24,1,0,0
TEL-19046,13,Month-to-Month,4G,30.89,521,33,0,0,0
TEL-19047,60,1-Year,5G,23.9,654,42,3,3,0
TEL-19048,59,Month-to-Month,4G,75.3,310,33,0,0,0
TEL-19049,63,1-Year,4G,20.08,506,28,8,0,0
TEL-19050,63,2-Year,4G,107.82,292,34,2,0,0
TEL-19051,13,2-Year,4G,110.42,390,17,5,1,0
TEL-19052,51,Month-to-Month,5G,105.71,583,24,2,0,0
TEL-19053,30,2-Year,4G,20.31,558,48,0,0,0
TEL-19054,16,2-Year,5G,73.84,280,15,3,3,0
TEL-19055,48,2-Year,5G,21.32,154,32,1,2,0
TEL-19056,70,Month-to-Month,5G,37.39,0,69,6,1,1
TEL-19057,60,Month-to-Month,4G,76.36,280,13,2,0,0
TEL-19058,26,Month-to-Month,4G,30.07,0,75,0,4,1
TEL-19059,8,1-Year,4G,49.48,477,40,3,1,0
TEL-19060,15,2-Year,4G,60.75,443,19,3,0,0
TEL-19061,12,Month-to-Month,4G,60.29,123,29,2,0,1
TEL-19062,30,Month-to-Month,4G,87.67,333,30,1,0,0
TEL-19063,65,Month-to-Month,5G,80.42,734,34,0,0,0
TEL-19064,55,Month-to-Month,4G,51.88,536,21,0,0,0
TEL-19065,15,Month-to-Month,4G,41.51,447,28,2,0,0
TEL-19066,59,Month-to-Month,4G,89.35,503,21,0,0,0
TEL-19067,52,Month-to-Month,5G,23.21,380,30,0,1,0
TEL-19068,18,Month-to-Month,4G,63.89,376,10,1,0,0
TEL-19069,5,Month-to-Month,4G,53.33,429,50,1,0,0
TEL-19070,38,1-Year,5G,53.94,529,19,1,2,0
TEL-19071,2,2-Year,4G,66.44,711,13,0,0,0
TEL-19072,43,2-Year,4G,94.66,588,20,1,0,0
TEL-19073,6,1-Year,4G,31.19,505,33,1,3,0
TEL-19074,41,Month-to-Month,4G,65.35,401,10,5,2,1
TEL-19075,52,Month-to-Month,4G,77.46,613,22,0,0,1
TEL-19076,49,Month-to-Month,4G,32.27,565,30,1,0,0
TEL-19077,30,Month-to-Month,5G,92.62,206,19,0,4,1
TEL-19078,21,Month-to-Month,4G,72.84,583,22,5,3,0
TEL-19079,63,2-Year,4G,101.79,522,30,2,0,0
TEL-19080,33,2-Year,4G,27.7,334,12,1,0,0
TEL-19081,18,Month-to-Month,4G,44.51,1033,28,4,0,0
TEL-19082,31,Month-to-Month,5G,31.2,420,15,4,0,0
TEL-19083,27,Month-to-Month,5G,53.33,495,15,1,1,0
TEL-19084,29,Month-to-Month,4G,84.37,0,71,0,0,1
TEL-19085,9,1-Year,4G,117.49,493,16,0,0,0
TEL-19086,21,1-Year,4G,39.17,523,36,0,0,0
TEL-19087,22,Month-to-Month,4G,57.22,749,23,4,3,0
TEL-19088,64,Month-to-Month,4G,68.74,475,28,0,1,0
TEL-19089,38,Month-to-Month,4G,78.89,711,32,3,1,0
TEL-19090,69,1-Year,4G,66.8,459,23,0,0,0
TEL-19091,27,1-Year,4G,69.44,439,27,0,3,0
TEL-19092,40,Month-to-Month,5G,81.78,550,23,1,2,0
TEL-19093,64,,4G,110.5,375,26,4,2,1
TEL-19094,27,,4G,106.35,460,22,0,1,0
TEL-19095,6,,4G,61.76,573,18,0,0,1
TEL-19096,27,Month-to-Month,4G,58.79,468,34,0,2,1
TEL-19097,36,Month-to-Month,4G,74.49,638,22,1,1,0
TEL-19098,49,Month-to-Month,4G,29.94,589,27,1,0,0
TEL-19099,40,Month-to-Month,4G,88.72,548,16,2,1,0
TEL-19100,41,Month-to-Month,4G,74.67,545,35,0,0,0
TEL-19101,48,1-Year,4G,64.03,637,38,0,1,0
TEL-19102,6,Month-to-Month,4G,72.54,624,32,3,0,1
TEL-19103,14,1-Year,4G,39.22,397,13,0,0,0
TEL-19104,43,1-Year,4G,67.36,595,23,0,2,0
TEL-19105,37,2-Year,4G,40.97,383,24,2,1,0
TEL-19106,13,Month-to-Month,5G,84.6,660,41,3,0,0
TEL-19107,15,Month-to-Month,4G,95.43,518,37,0,0,0
TEL-19108,31,1-Year,5G,111.05,271,13,0,0,0
TEL-19109,34,Month-to-Month,4G,62.75,431,24,0,2,0
TEL-19110,53,2-Year,4G,89.34,225,40,0,0,0
TEL-19111,43,Month-to-Month,5G,107.54,610,23,1,1,0
TEL-19112,50,Month-to-Month,4G,26.07,0,68,0,0,1
TEL-19113,24,Month-to-Month,4G,96.88,595,18,0,1,0
TEL-19114,51,,4G,88.97,596,29,0,2,0
TEL-19115,20,Month-to-Month,4G,105.21,446,28,1,0,0
TEL-19116,68,2-Year,5G,55.61,307,17,3,0,0
TEL-19117,19,Month-to-Month,5G,50.23,498,12,2,0,0
TEL-19118,54,2-Year,5G,22.06,321,24,2,0,0
TEL-19119,24,Month-to-Month,4G,82.77,428,30,2,0,0
TEL-19120,9,Month-to-Month,5G,94.05,313,25,1,0,0
TEL-19121,63,Month-to-Month,4G,58.81,310,36,0,0,0
TEL-19122,67,Month-to-Month,4G,112.43,384,13,0,2,1
TEL-19123,62,Month-to-Month,4G,45.98,334,31,9,0,0
TEL-19124,57,Month-to-Month,5G,31.76,0,119,0,2,1
TEL-19125,55,1-Year,5G,88.24,205,33,1,0,0
TEL-19126,54,Month-to-Month,5G,105.43,450,17,0,0,0
TEL-19127,62,1-Year,5G,41.38,296,32,0,3,0
TEL-19128,56,Month-to-Month,4G,116.82,539,29,0,0,0
TEL-19129,19,1-Year,4G,47.57,605,12,0,0,1
TEL-19130,18,,4G,105.39,465,24,0,1,0
TEL-19131,48,1-Year,4G,101.45,631,11,1,1,0
TEL-19132,9,Month-to-Month,4G,59.69,595,29,0,1,0
TEL-19133,8,Month-to-Month,4G,70.28,695,14,0,1,0
TEL-19134,31,2-Year,4G,98.78,457,27,0,0,0
TEL-19135,54,1-Year,4G,34.43,571,31,4,0,0
TEL-19136,60,Month-to-Month,4G,85.0,0,106,0,3,1
TEL-19137,66,2-Year,4G,104.29,509,14,2,0,0
TEL-19138,31,Month-to-Month,5G,56.18,384,23,0,0,0
TEL-19139,60,Month-to-Month,5G,51.11,641,27,0,3,0
TEL-19140,21,1-Year,4G,73.66,670,28,0,0,0
TEL-19141,60,Month-to-Month,5G,60.18,489,30,0,2,0
TEL-19142,47,Month-to-Month,4G,38.19,517,31,1,0,0
TEL-19143,24,Month-to-Month,5G,38.59,581,23,5,1,1
TEL-19144,36,Month-to-Month,4G,83.74,750,33,0,1,0
TEL-19145,37,1-Year,4G,112.87,752,22,3,0,0
TEL-19146,29,1-Year,4G,40.75,486,37,0,4,0
TEL-19147,13,2-Year,4G,66.69,911,34,1,0,0
TEL-19148,51,1-Year,5G,63.34,412,37,1,2,0
TEL-19149,9,Month-to-Month,5G,56.42,482,27,2,0,0
TEL-19150,13,2-Year,4G,57.49,733,34,2,0,0
TEL-19151,69,Month-to-Month,4G,55.93,143,30,0,0,0
TEL-19152,24,2-Year,4G,82.07,445,26,3,3,1
TEL-19153,28,Month-to-Month,5G,77.24,249,29,0,0,0
TEL-19154,19,1-Year,4G,100.14,575,32,5,0,1
TEL-19155,45,Month-to-Month,4G,41.78,508,39,1,0,0
TEL-19156,11,2-Year,5G,26.56,599,32,1,0,0
TEL-19157,6,Month-to-Month,4G,90.79,612,27,0,3,1
TEL-19158,45,Month-to-Month,4G,70.88,379,36,0,1,0
TEL-19159,3,Month-to-Month,4G,64.94,484,38,0,0,0
TEL-19160,62,,4G,47.02,252,18,0,0,0
TEL-19161,3,Month-to-Month,4G,97.34,586,49,1,0,1
TEL-19162,68,Month-to-Month,4G,88.96,609,32,2,0,0
TEL-19163,60,Month-to-Month,4G,40.73,385,36,1,0,0
TEL-19164,68,1-Year,4G,61.53,506,37,5,3,0
TEL-19165,34,1-Year,5G,73.14,308,43,0,0,0
TEL-19166,17,Month-to-Month,5G,87.0,610,43,1,0,0
TEL-19167,66,2-Year,4G,51.35,298,32,0,0,0
TEL-19168,45,2-Year,4G,107.1,662,34,8,0,0
TEL-19169,45,Month-to-Month,4G,36.7,514,23,1,0,1
TEL-19170,28,Month-to-Month,4G,57.3,773,36,3,1,1
TEL-19171,6,Month-to-Month,4G,27.97,516,42,1,0,0
TEL-19172,54,Month-to-Month,4G,44.21,333,16,4,0,1
TEL-19173,45,Month-to-Month,4G,83.69,617,29,1,0,0
TEL-19174,12,1-Year,5G,52.1,692,37,2,0,0
TEL-19175,59,2-Year,4G,105.04,536,38,2,0,0
TEL-19176,55,Month-to-Month,4G,65.77,695,32,0,1,0
TEL-19177,33,1-Year,5G,30.72,393,44,0,3,0
TEL-19178,66,1-Year,5G,113.22,661,32,0,0,0
TEL-19179,65,2-Year,4G,98.64,538,19,1,4,0
TEL-19180,2,1-Year,4G,31.42,653,26,3,0,0
TEL-19181,16,Month-to-Month,5G,63.38,613,20,1,0,0
TEL-19182,63,1-Year,4G,65.11,540,35,3,0,0
TEL-19183,66,2-Year,4G,45.54,660,39,1,0,0
TEL-19184,57,Month-to-Month,5G,114.97,641,27,1,1,0
TEL-19185,1,Month-to-Month,5G,55.87,514,36,0,0,0
TEL-19186,39,Month-to-Month,4G,56.56,515,25,0,0,0
TEL-19187,32,1-Year,4G,28.33,420,29,0,0,0
TEL-19188,29,2-Year,4G,79.88,531,26,0,1,0
TEL-19189,6,Month-to-Month,4G,104.97,567,30,0,1,0
TEL-19190,15,1-Year,5G,86.98,638,45,6,0,0
TEL-19191,11,Month-to-Month,4G,21.87,402,21,2,0,0
TEL-19192,58,Month-to-Month,5G,101.4,312,17,4,4,1
TEL-19193,4,Month-to-Month,4G,44.1,532,40,0,0,1
TEL-19194,10,Month-to-Month,4G,105.63,0,94,2,1,1
TEL-19195,41,Month-to-Month,5G,54.88,534,29,3,0,0
TEL-19196,37,Month-to-Month,5G,72.95,469,27,1,1,0
TEL-19197,52,Month-to-Month,4G,73.8,357,33,0,0,1
TEL-19198,30,1-Year,4G,115.09,700,34,1,0,0
TEL-19199,39,Month-to-Month,4G,32.27,573,30,4,0,0
TEL-19200,21,Month-to-Month,4G,76.4,404,14,2,0,0
TEL-19201,63,Month-to-Month,4G,108.24,540,24,0,0,0
TEL-19202,55,1-Year,4G,94.3,723,57,3,1,0
TEL-19203,49,1-Year,4G,83.98,594,37,3,0,0
TEL-19204,39,Month-to-Month,4G,119.98,657,25,3,0,0
TEL-19205,2,1-Year,5G,39.31,630,24,3,1,0
TEL-19206,21,Month-to-Month,5G,53.67,849,41,2,4,1
TEL-19207,14,2-Year,4G,23.91,697,27,0,0,0
TEL-19208,15,1-Year,4G,95.99,0,61,0,1,1
TEL-19209,33,2-Year,5G,92.0,561,20,0,2,0
TEL-19210,16,Month-to-Month,5G,96.52,178,29,0,0,0
TEL-19211,16,Month-to-Month,5G,116.42,441,15,0,0,1
TEL-19212,45,1-Year,4G,52.11,521,34,0,0,0
TEL-19213,69,Month-to-Month,5G,68.24,567,26,0,0,0
TEL-19214,38,1-Year,4G,82.98,518,22,1,1,0
TEL-19215,8,Month-to-Month,4G,66.55,190,39,0,3,1
TEL-19216,50,1-Year,4G,64.32,576,38,0,1,0
TEL-19217,43,Month-to-Month,4G,73.27,506,29,1,2,0
TEL-19218,38,Month-to-Month,4G,110.89,359,31,2,0,0
TEL-19219,19,1-Year,4G,66.9,603,28,1,2,0
TEL-19220,15,Month-to-Month,5G,72.38,317,35,1,0,1
TEL-19221,45,1-Year,5G,65.28,456,15,0,1,0
TEL-19222,16,Month-to-Month,5G,110.27,430,22,8,0,1
TEL-19223,38,Month-to-Month,5G,22.38,577,28,2,1,0
TEL-19224,20,Month-to-Month,5G,107.29,514,33,2,0,0
TEL-19225,41,Month-to-Month,4G,91.77,264,27,0,1,0
TEL-19226,50,Month-to-Month,4G,102.49,639,28,0,0,0
TEL-19227,54,1-Year,4G,51.67,638,40,0,1,0
TEL-19228,44,Month-to-Month,4G,100.73,520,38,0,2,0
TEL-19229,66,Month-to-Month,4G,105.91,332,35,1,2,0
TEL-19230,12,2-Year,5G,87.59,392,34,7,0,1
TEL-19231,71,Month-to-Month,4G,115.66,540,15,1,1,0
TEL-19232,46,2-Year,4G,103.05,451,21,1,1,0
TEL-19233,62,2-Year,4G,108.07,561,7,1,0,0
TEL-19234,55,1-Year,5G,33.54,762,17,0,0,0
TEL-19235,11,1-Year,4G,38.23,644,31,4,0,0
TEL-19236,34,Month-to-Month,4G,95.89,583,35,0,0,0
TEL-19237,51,2-Year,5G,34.33,572,34,2,0,0
TEL-19238,61,Month-to-Month,4G,31.81,519,36,3,0,0
TEL-19239,50,Month-to-Month,4G,20.46,546,40,0,0,0
TEL-19240,67,Month-to-Month,4G,37.98,0,107,0,0,1
TEL-19241,2,1-Year,4G,29.43,267,23,3,0,0
TEL-19242,62,Month-to-Month,4G,92.33,534,42,0,0,0
TEL-19243,9,Month-to-Month,4G,58.05,596,21,0,1,0
TEL-19244,42,1-Year,4G,70.11,661,35,0,0,0
TEL-19245,62,Month-to-Month,4G,67.82,379,32,1,0,0
TEL-19246,52,2-Year,4G,74.72,396,30,0,0,0
TEL-19247,20,Month-to-Month,5G,80.8,769,16,3,0,0
TEL-19248,8,Month-to-Month,5G,73.61,0,95,1,0,1
TEL-19249,15,Month-to-Month,4G,101.75,346,35,1,3,1
TEL-19250,45,Month-to-Month,4G,46.31,651,35,0,0,0
TEL-19251,10,Month-to-Month,5G,48.08,197,33,3,0,0
TEL-19252,46,Month-to-Month,4G,92.99,564,31,4,1,0
TEL-19253,54,Month-to-Month,5G,97.2,560,22,2,0,0
TEL-19254,62,Month-to-Month,5G,28.52,560,33,0,2,0
TEL-19255,35,Month-to-Month,4G,25.44,736,33,0,0,0
TEL-19256,56,Month-to-Month,4G,71.59,0,97,2,0,1
TEL-19257,17,Month-to-Month,4G,119.95,665,32,0,1,1
TEL-19258,55,Month-to-Month,4G,36.37,283,22,6,1,1
TEL-19259,20,1-Year,4G,60.54,613,35,0,2,0
TEL-19260,62,Month-to-Month,4G,31.28,618,26,3,0,1
TEL-19261,66,1-Year,5G,70.96,542,36,1,0,0
TEL-19262,19,Month-to-Month,4G,114.24,422,27,4,0,0
TEL-19263,60,1-Year,4G,63.69,312,39,3,2,0
TEL-19264,35,,4G,119.32,250,26,0,1,1
TEL-19265,6,1-Year,4G,25.32,519,26,1,0,0
TEL-19266,24,Month-to-Month,5G,112.55,630,14,1,0,0
TEL-19267,70,Month-to-Month,5G,113.61,481,25,1,1,0
TEL-19268,53,Month-to-Month,4G,53.01,551,32,0,0,0
TEL-19269,25,Month-to-Month,5G,115.09,614,16,5,0,0
TEL-19270,19,Month-to-Month,4G,109.16,292,14,0,0,0
TEL-19271,12,2-Year,4G,111.36,496,39,1,0,0
TEL-19272,66,Month-to-Month,4G,61.48,337,30,0,0,0
TEL-19273,69,2-Year,5G,41.47,490,33,0,0,0
TEL-19274,23,Month-to-Month,4G,35.54,468,17,3,0,0
TEL-19275,67,Month-to-Month,4G,58.23,780,26,0,0,0
TEL-19276,37,1-Year,5G,70.31,485,39,1,0,0
TEL-19277,52,1-Year,4G,38.22,594,15,3,1,0
TEL-19278,13,1-Year,5G,79.51,380,48,1,0,0
TEL-19279,26,Month-to-Month,4G,51.19,357,39,2,3,1
TEL-19280,17,Month-to-Month,5G,103.56,203,31,0,0,0
TEL-19281,57,Month-to-Month,4G,87.39,387,28,1,0,1
TEL-19282,41,1-Year,4G,58.54,519,18,3,0,0
TEL-19283,31,Month-to-Month,4G,63.33,596,38,10,0,1
TEL-19284,24,2-Year,5G,67.32,672,12,0,0,0
TEL-19285,40,Month-to-Month,4G,116.12,251,26,2,0,0
TEL-19286,71,Month-to-Month,4G,84.68,494,42,3,3,0
TEL-19287,61,2-Year,5G,94.14,272,28,3,0,0
TEL-19288,59,,5G,37.17,434,28,4,0,0
TEL-19289,63,1-Year,5G,25.83,254,28,2,0,0
TEL-19290,30,1-Year,5G,100.36,587,13,0,0,0
TEL-19291,47,1-Year,4G,113.95,722,41,1,0,0
TEL-19292,37,2-Year,4G,113.09,687,25,1,0,0
TEL-19293,67,2-Year,4G,101.37,423,21,1,2,0
TEL-19294,21,1-Year,4G,28.38,690,51,0,1,0
TEL-19295,31,Month-to-Month,5G,113.54,517,38,4,1,0
TEL-19296,37,Month-to-Month,5G,94.56,170,32,2,0,0
TEL-19297,40,2-Year,4G,73.29,298,33,5,1,0
TEL-19298,62,Month-to-Month,5G,105.37,448,17,0,2,0
TEL-19299,41,1-Year,4G,21.07,455,30,0,1,0
TEL-19300,28,Month-to-Month,4G,52.6,345,52,2,0,0
TEL-19301,4,Month-to-Month,5G,78.63,701,53,2,0,0
TEL-19302,12,Month-to-Month,4G,85.03,774,21,5,0,0
TEL-19303,55,Month-to-Month,4G,31.63,194,23,1,0,0
TEL-19304,68,1-Year,5G,57.48,496,43,2,0,0
TEL-19305,43,Month-to-Month,4G,36.73,558,35,0,0,0
TEL-19306,12,2-Year,4G,34.87,619,20,1,0,0
TEL-19307,43,Month-to-Month,4G,107.7,630,38,1,2,0
TEL-19308,4,Month-to-Month,4G,40.72,867,26,0,3,1
TEL-19309,43,2-Year,4G,52.47,682,32,1,2,0
TEL-19310,39,Month-to-Month,4G,40.92,495,23,0,0,0
TEL-19311,32,Month-to-Month,4G,52.42,471,25,2,3,1
TEL-19312,2,Month-to-Month,4G,67.17,386,13,4,2,1
TEL-19313,34,Month-to-Month,4G,56.83,548,34,1,2,0
TEL-19314,18,2-Year,4G,92.37,642,35,1,0,0
TEL-19315,28,1-Year,5G,87.92,650,32,2,0,0
TEL-19316,68,1-Year,4G,107.63,691,30,5,0,0
TEL-19317,19,Month-to-Month,4G,54.29,583,30,0,0,1
TEL-19318,67,Month-to-Month,4G,92.39,599,35,0,2,0
TEL-19319,63,1-Year,4G,87.69,596,37,1,0,0
TEL-19320,71,Month-to-Month,4G,35.84,334,28,2,0,1
TEL-19321,39,2-Year,4G,27.59,527,33,0,0,0
TEL-19322,67,1-Year,4G,40.48,465,18,3,2,0
TEL-19323,10,1-Year,4G,117.7,496,34,4,0,0
TEL-19324,44,1-Year,5G,57.49,627,11,0,2,0
TEL-19325,51,2-Year,4G,49.38,382,34,0,0,0
TEL-19326,8,1-Year,5G,105.24,767,21,0,0,0
TEL-19327,3,2-Year,4G,33.14,419,24,0,1,1
TEL-19328,48,1-Year,4G,30.9,602,34,0,0,0
TEL-19329,1,1-Year,5G,30.73,396,29,0,1,0
TEL-19330,36,Month-to-Month,5G,28.34,478,39,1,0,0
TEL-19331,4,Month-to-Month,4G,70.49,337,42,2,0,0
TEL-19332,3,Month-to-Month,4G,73.1,322,31,4,1,0
TEL-19333,3,1-Year,4G,32.14,666,31,0,0,0
TEL-19334,44,Month-to-Month,5G,112.53,404,39,0,0,0
TEL-19335,3,,4G,117.82,343,13,4,2,0
TEL-19336,19,,4G,31.37,421,47,0,0,0
TEL-19337,46,Month-to-Month,4G,62.24,384,16,1,0,0
TEL-19338,39,1-Year,4G,56.92,348,38,0,1,0
TEL-19339,30,Month-to-Month,5G,59.68,756,10,2,0,0
TEL-19340,64,,4G,81.14,424,18,0,0,0
TEL-19341,71,Month-to-Month,4G,86.86,718,13,0,0,1
TEL-19342,5,Month-to-Month,4G,109.91,628,35,0,0,0
TEL-19343,41,1-Year,4G,111.97,0,66,3,0,1
TEL-19344,51,Month-to-Month,4G,88.79,526,20,0,2,0
TEL-19345,20,Month-to-Month,4G,68.96,685,56,1,0,0
TEL-19346,65,Month-to-Month,4G,58.36,485,36,2,0,0
TEL-19347,39,Month-to-Month,4G,64.77,442,30,1,0,0
TEL-19348,31,Month-to-Month,5G,25.08,346,29,1,1,0
TEL-19349,12,1-Year,5G,105.65,515,29,7,0,1
TEL-19350,50,,4G,65.51,319,23,1,0,0
TEL-19351,47,1-Year,4G,91.32,696,24,1,0,0
TEL-19352,70,Month-to-Month,5G,101.89,571,28,1,0,0
TEL-19353,48,Month-to-Month,4G,36.58,398,31,1,1,0
