customer_id,tenure_months,contract_type,network_type,monthly_bill,total_call_duration,days_since_recharge,network_drops,complaints,churn_label,avg_calls_per_month,frustration_index,contract_type_encoded,network_type_encoded,churn_probability,Customer_Segment
TEL-18511,27,Month-to-Month,4G,84.75,508,44,0,3,1,18.14,9.0,2,0,0.40144120194203614,At Risk
TEL-18512,66,1-Year,4G,51.61,496,6,0,0,0,7.4,0.0,0,0,0.03266301085729201,Loyal
TEL-18513,11,Month-to-Month,4G,75.02,547,50,2,0,0,45.58,3.0,2,0,0.25805249888882653,Loyal
TEL-18514,58,1-Year,4G,68.19,178,26,1,0,0,3.02,1.5,0,0,0.024093745189058432,Loyal
TEL-18515,16,Month-to-Month,5G,61.8,730,13,0,1,0,42.94,3.0,2,1,0.12925154539101014,Loyal
TEL-18516,23,2-Year,4G,115.14,827,39,2,1,0,34.46,6.0,1,0,0.10209085702920792,Loyal
TEL-18517,17,Month-to-Month,4G,88.74,511,7,9,0,0,28.39,13.5,2,0,0.48090253117286363,At Risk
TEL-18518,67,Month-to-Month,5G,58.16,0,107,0,0,1,0.0,0.0,2,1,0.9924444444444444,Dormant
TEL-18519,21,Month-to-Month,4G,63.97,527,36,0,0,0,23.95,0.0,2,0,0.28003478348009336,Loyal
TEL-18520,40,Month-to-Month,4G,119.37,388,27,1,1,0,9.46,4.5,2,0,0.17480432316887384,Loyal
TEL-18521,64,Month-to-Month,4G,52.16,866,23,0,0,1,13.32,0.0,2,0,0.20087766231639306,Loyal
TEL-18522,49,1-Year,5G,53.41,508,32,0,0,0,10.16,0.0,0,1,0.014350109828934761,Loyal
TEL-18523,29,2-Year,4G,111.14,764,35,2,0,0,25.47,3.0,1,0,0.043829827824099075,Loyal
TEL-18524,28,2-Year,4G,65.74,689,5,5,0,0,23.76,7.5,1,0,0.14501995394027506,Loyal
TEL-18525,44,1-Year,4G,62.6,369,15,2,0,0,8.2,3.0,0,0,0.0344304241250618,Loyal
TEL-18526,3,Month-to-Month,4G,111.77,551,13,0,3,0,137.75,9.0,2,0,0.3986643540662015,At Risk
TEL-18527,1,2-Year,5G,92.95,563,33,2,1,0,281.5,6.0,1,1,0.032221881064163856,Loyal
TEL-18528,14,Month-to-Month,4G,69.01,538,39,6,0,1,35.87,9.0,2,0,0.491154511008247,At Risk
TEL-18529,20,1-Year,4G,46.85,593,40,1,0,0,28.24,1.5,0,0,0.06698071874295622,Loyal
TEL-18530,55,Month-to-Month,4G,56.97,0,76,7,0,1,0.0,10.5,2,0,0.9848408710217755,Dormant
TEL-18531,69,Month-to-Month,5G,118.91,673,12,1,0,0,9.61,1.5,2,1,0.07576853715165728,Loyal
TEL-18532,45,Month-to-Month,4G,56.46,701,25,2,4,0,15.24,15.0,2,0,0.4403400355002396,At Risk
TEL-18533,50,1-Year,4G,100.97,370,22,0,2,0,7.25,6.0,0,0,0.050455232716117175,Loyal
TEL-18534,58,Month-to-Month,5G,79.6,494,31,0,0,0,8.37,0.0,2,1,0.06822248863219718,Loyal
TEL-18535,34,Month-to-Month,5G,96.41,648,38,1,1,0,18.51,4.5,2,1,0.0722895398038663,Loyal
TEL-18536,3,Month-to-Month,4G,59.0,372,24,1,0,1,93.0,1.5,2,0,0.27294624260928896,Loyal
TEL-18537,59,1-Year,4G,55.18,603,22,0,4,0,10.05,12.0,0,0,0.14137823616948159,At Risk
TEL-18538,45,1-Year,4G,51.04,542,16,3,0,0,11.78,4.5,0,0,0.03344705795426369,Loyal
TEL-18539,39,Month-to-Month,4G,75.31,176,35,4,2,0,4.4,12.0,2,0,0.32269276016629556,At Risk
TEL-18540,71,2-Year,5G,115.15,620,39,0,0,0,8.61,0.0,1,1,0.05137903776989977,Loyal
TEL-18541,40,1-Year,5G,95.41,354,40,2,1,0,8.63,6.0,0,1,0.026553590682299913,Loyal
TEL-18542,38,Month-to-Month,4G,92.31,440,26,3,0,0,11.28,4.5,2,0,0.17713321899386847,Loyal
TEL-18543,16,Month-to-Month,5G,102.95,358,20,3,0,1,21.06,4.5,2,1,0.15295068257873948,Loyal
TEL-18544,56,1-Year,5G,35.0,567,13,0,0,0,9.95,0.0,0,1,0.015795479894189023,Loyal
TEL-18545,56,1-Year,4G,97.0,546,3,2,0,0,9.58,3.0,0,0,0.0457171102633655,Loyal
TEL-18546,3,1-Year,5G,111.71,274,33,2,0,0,68.5,3.0,0,1,0.04010671853951345,Loyal
TEL-18547,62,Month-to-Month,4G,59.73,498,28,1,0,0,7.9,1.5,2,0,0.16609529379090435,Loyal
TEL-18548,32,2-Year,5G,54.38,0,24,0,1,0,0.0,3.0,1,1,0.17988823128763168,Loyal
TEL-18549,12,Month-to-Month,4G,38.18,516,29,0,1,0,39.69,3.0,2,0,0.2704501773302664,Loyal
TEL-18550,69,2-Year,4G,90.53,253,28,2,0,0,3.61,3.0,1,0,0.024010648357716227,Loyal
TEL-18551,45,Month-to-Month,4G,119.62,640,28,1,0,0,13.91,1.5,2,0,0.18100008922732924,Loyal
TEL-18552,32,Month-to-Month,4G,57.56,311,41,0,0,0,9.42,0.0,2,0,0.16405888485326683,Loyal
TEL-18553,3,Month-to-Month,4G,28.84,626,30,2,3,0,156.5,12.0,2,0,0.4137222084852904,At Risk
TEL-18554,2,2-Year,4G,28.42,440,12,4,0,0,146.67,6.0,1,0,0.11553503443144222,Loyal
TEL-18555,42,1-Year,4G,32.09,645,39,0,0,0,15.0,0.0,0,0,0.03400674241850903,Loyal
TEL-18556,37,Month-to-Month,4G,56.18,485,41,0,0,0,12.76,0.0,2,0,0.18461048255980866,Loyal
TEL-18557,12,1-Year,4G,67.92,602,35,6,4,1,46.31,21.0,0,0,0.5255151923826555,At Risk
TEL-18558,22,2-Year,4G,99.0,401,39,0,0,0,17.43,0.0,1,0,0.0662253469342727,Loyal
TEL-18559,17,1-Year,4G,28.75,496,35,6,1,0,27.56,12.0,0,0,0.26139307448379884,At Risk
TEL-18560,17,Month-to-Month,4G,65.16,0,97,1,0,1,0.0,1.5,2,0,1.0,Dormant
TEL-18561,23,Month-to-Month,5G,41.13,353,35,0,0,0,14.71,0.0,2,1,0.16607205157942623,Loyal
TEL-18562,58,1-Year,5G,77.41,634,23,1,0,0,10.75,1.5,0,1,0.019369562360175105,Loyal
TEL-18563,4,Month-to-Month,4G,74.5,826,22,2,4,0,165.2,15.0,2,0,0.38884483579024065,At Risk
TEL-18564,43,Month-to-Month,4G,89.22,405,21,0,0,0,9.2,0.0,2,0,0.17012436409916476,Loyal
TEL-18565,53,Month-to-Month,4G,116.67,505,22,3,1,0,9.35,7.5,2,0,0.301340059830368,Loyal
TEL-18566,68,1-Year,4G,42.01,504,35,8,0,0,7.3,12.0,0,0,0.12706119546655245,At Risk
TEL-18567,13,Month-to-Month,4G,57.85,478,37,2,2,0,34.14,9.0,2,0,0.4799847866299045,At Risk
TEL-18568,2,Month-to-Month,4G,67.75,316,17,2,0,0,105.33,3.0,2,0,0.2719502045867215,Loyal
TEL-18569,16,Month-to-Month,4G,101.03,497,35,2,0,1,29.24,3.0,2,0,0.2873755475190196,Loyal
TEL-18570,53,Month-to-Month,5G,86.84,506,33,1,0,0,9.37,1.5,2,1,0.06642885336249367,Loyal
TEL-18571,29,Month-to-Month,4G,58.76,572,14,1,0,1,19.07,1.5,2,0,0.1786924571918225,Loyal
TEL-18572,46,1-Year,4G,99.87,392,16,1,2,0,8.34,7.5,0,0,0.14242737872839245,Loyal
TEL-18573,71,Month-to-Month,5G,108.42,566,21,1,0,0,7.86,1.5,2,1,0.07010232519941167,Loyal
TEL-18574,23,Month-to-Month,4G,88.85,0,82,3,0,1,0.0,4.5,2,0,1.0,Dormant
TEL-18575,27,Month-to-Month,4G,115.77,674,15,1,0,0,24.07,1.5,2,0,0.19373358201908958,Loyal
TEL-18576,68,Month-to-Month,5G,81.37,0,66,1,1,1,0.0,4.5,2,1,0.992127659574468,Dormant
TEL-18577,31,Month-to-Month,5G,44.04,345,29,0,0,0,10.78,0.0,2,1,0.07006924326994762,Loyal
TEL-18578,61,2-Year,4G,61.76,634,32,2,0,0,10.23,3.0,1,0,0.02627746940430245,Loyal
TEL-18579,43,1-Year,4G,32.58,440,13,0,0,0,10.0,0.0,0,0,0.03318845041211824,Loyal
TEL-18580,47,Month-to-Month,4G,24.28,367,33,0,0,1,7.65,0.0,2,0,0.17586728265033633,Loyal
TEL-18581,17,Month-to-Month,4G,76.24,466,27,0,0,0,25.89,0.0,2,0,0.2707833231929063,Loyal
TEL-18582,38,1-Year,4G,105.24,649,23,0,3,0,16.64,9.0,0,0,0.13335194748308862,At Risk
TEL-18583,21,Month-to-Month,5G,83.8,432,35,0,1,0,19.64,3.0,2,1,0.15427912840413982,Loyal
TEL-18584,56,Month-to-Month,5G,38.7,294,16,2,0,0,5.16,3.0,2,1,0.0746427404976445,Loyal
TEL-18585,25,2-Year,5G,78.86,134,28,0,0,0,5.15,0.0,1,1,0.02931245432069802,Loyal
TEL-18586,69,Month-to-Month,5G,80.64,533,37,0,2,0,7.61,6.0,2,1,0.10982552888746425,Loyal
TEL-18587,43,Month-to-Month,4G,62.27,583,26,5,0,0,13.25,7.5,2,0,0.3457840046423623,Loyal
TEL-18588,12,1-Year,4G,38.39,889,42,0,0,0,68.38,0.0,0,0,0.062343328980055256,Loyal
TEL-18589,49,Month-to-Month,4G,115.34,589,32,0,0,0,11.78,0.0,2,0,0.17447498097662126,Loyal
TEL-18590,16,Month-to-Month,4G,61.5,339,22,1,0,1,19.94,1.5,2,0,0.2656812591808235,Loyal
TEL-18591,1,1-Year,4G,72.98,546,22,3,0,0,273.0,4.5,0,0,0.0704240030074644,Loyal
TEL-18592,23,Month-to-Month,4G,108.58,618,19,0,1,1,25.75,3.0,2,0,0.290085133667266,Loyal
TEL-18593,41,1-Year,4G,81.65,486,24,0,0,0,11.57,0.0,0,0,0.030115641254496867,Loyal
TEL-18594,45,2-Year,5G,76.0,553,38,1,0,0,12.02,1.5,1,1,0.0199289626144153,Loyal
TEL-18595,30,1-Year,4G,100.26,663,36,1,0,0,21.39,1.5,0,0,0.034890053981151185,Loyal
TEL-18596,1,2-Year,5G,36.39,627,34,1,0,0,313.5,1.5,1,1,0.04377818022570642,Loyal
TEL-18597,29,1-Year,4G,26.05,775,22,2,2,0,25.83,9.0,0,0,0.15363432597113147,At Risk
TEL-18598,4,1-Year,4G,109.38,631,8,0,0,0,126.2,0.0,0,0,0.06401549979042104,Loyal
TEL-18599,62,Month-to-Month,4G,27.44,646,14,0,0,0,10.25,0.0,2,0,0.1734966484369964,Loyal
TEL-18600,56,2-Year,4G,76.67,468,23,5,4,1,8.21,19.5,1,0,0.3523298895720963,At Risk
TEL-18601,32,Month-to-Month,4G,86.68,693,28,5,0,0,21.0,7.5,2,0,0.33287646942598853,Loyal
TEL-18602,11,Month-to-Month,4G,94.02,545,29,2,0,0,45.42,3.0,2,0,0.26819024633730704,Loyal
TEL-18603,18,1-Year,4G,45.29,511,24,8,2,1,26.89,18.0,0,0,0.43624127487140535,At Risk
TEL-18604,2,1-Year,4G,59.09,523,27,7,3,1,174.33,19.5,0,0,0.49475612911011774,At Risk
TEL-18605,50,Month-to-Month,5G,94.01,473,39,1,1,0,9.27,4.5,2,1,0.07538546862575868,Loyal
TEL-18606,5,Month-to-Month,4G,42.97,621,27,6,0,0,103.5,9.0,2,0,0.4502299801092112,At Risk
TEL-18607,52,Month-to-Month,4G,71.18,403,6,2,0,0,7.6,3.0,2,0,0.1823446710392346,Loyal
TEL-18608,32,1-Year,5G,57.94,580,22,0,0,0,17.58,0.0,0,1,0.012755370064684603,Loyal
TEL-18609,50,1-Year,4G,59.62,454,32,1,3,0,8.9,10.5,0,0,0.14329449778071832,At Risk
TEL-18610,1,Month-to-Month,4G,56.55,428,19,0,0,0,214.0,0.0,2,0,0.24834748725938308,Loyal
TEL-18611,25,Month-to-Month,4G,43.91,0,67,0,0,1,0.0,0.0,2,0,0.9917898832684824,Dormant
TEL-18612,60,1-Year,4G,33.55,334,54,4,0,0,5.48,6.0,0,0,0.07837424999830286,Loyal
TEL-18613,30,Month-to-Month,5G,39.69,508,27,0,2,0,16.39,6.0,2,1,0.08194290436876585,Loyal
TEL-18614,43,2-Year,5G,33.92,520,22,0,1,0,11.82,3.0,1,1,0.01901948020222867,Loyal
TEL-18615,25,Month-to-Month,5G,66.29,387,32,1,1,1,14.88,4.5,2,1,0.09889316136652143,Loyal
TEL-18616,65,Month-to-Month,5G,87.6,617,32,1,0,0,9.35,1.5,2,1,0.07147836873897288,Loyal
TEL-18617,1,Month-to-Month,5G,32.21,580,25,1,0,0,290.0,1.5,2,1,0.17961871836316257,Loyal
TEL-18618,18,Month-to-Month,4G,116.37,603,21,2,0,1,31.74,3.0,2,0,0.3014549691858754,Loyal
TEL-18619,41,Month-to-Month,5G,117.46,0,104,4,3,1,0.0,15.0,2,1,0.9981818181818182,Dormant
TEL-18620,42,2-Year,4G,51.83,609,41,0,1,0,14.16,3.0,1,0,0.03753869200594049,Loyal
TEL-18621,70,2-Year,4G,36.99,239,28,4,0,0,3.37,6.0,1,0,0.048975000754618137,Loyal
TEL-18622,18,2-Year,5G,20.18,672,16,0,0,0,35.37,0.0,1,1,0.03905807048110084,Loyal
TEL-18623,17,Month-to-Month,4G,114.26,470,13,5,0,1,26.11,7.5,2,0,0.41981105686297115,Loyal
TEL-18624,65,Month-to-Month,4G,35.84,614,39,0,0,1,9.3,0.0,2,0,0.17973386923876905,Loyal
TEL-18625,37,1-Year,4G,26.62,618,18,0,0,0,16.26,0.0,0,0,0.032812381358472725,Loyal
TEL-18626,56,Month-to-Month,4G,103.11,569,37,1,0,0,9.98,1.5,2,0,0.17056607888021713,Loyal
TEL-18627,24,Month-to-Month,5G,25.87,565,25,4,0,0,22.6,6.0,2,1,0.13836882909069842,Loyal
TEL-18628,19,Month-to-Month,5G,49.68,282,9,0,0,0,14.1,0.0,2,1,0.1466134619945028,Loyal
TEL-18629,53,1-Year,4G,38.91,522,40,2,0,0,9.67,3.0,0,0,0.03473194726953897,Loyal
TEL-18630,44,1-Year,4G,89.87,358,20,5,0,1,7.96,7.5,0,0,0.1400528476264197,Loyal
TEL-18631,51,1-Year,4G,87.72,323,43,0,1,0,6.21,3.0,0,0,0.04339933294208031,Loyal
TEL-18632,70,Month-to-Month,4G,64.09,423,9,0,0,0,5.96,0.0,2,0,0.16404456799595749,Loyal
TEL-18633,32,Month-to-Month,4G,34.96,460,30,1,0,1,13.94,1.5,2,0,0.1909086758215796,Loyal
TEL-18634,21,Month-to-Month,5G,62.61,268,27,1,0,0,12.18,1.5,2,1,0.11135157145545087,Loyal
TEL-18635,62,Month-to-Month,5G,112.38,456,30,3,0,0,7.24,4.5,2,1,0.07261357566900899,Loyal
TEL-18636,9,1-Year,4G,108.52,697,23,2,0,0,69.7,3.0,0,0,0.06085208469326958,Loyal
TEL-18637,12,2-Year,4G,22.05,648,32,1,1,0,49.85,4.5,1,0,0.07029507924976587,Loyal
TEL-18638,38,Month-to-Month,5G,42.71,539,27,3,0,0,13.82,4.5,2,1,0.07853840438074279,Loyal
TEL-18639,2,Month-to-Month,5G,110.14,464,39,0,0,0,154.67,0.0,2,1,0.13262299567383434,Loyal
TEL-18640,47,1-Year,4G,106.06,688,36,3,0,0,14.33,4.5,0,0,0.03548402562350606,Loyal
TEL-18641,68,Month-to-Month,5G,37.55,624,13,5,0,1,9.04,7.5,2,1,0.31045940559572416,Loyal
TEL-18642,4,2-Year,5G,32.62,673,20,4,0,0,134.6,6.0,1,1,0.041978688395281995,Loyal
TEL-18643,16,2-Year,4G,103.76,477,15,0,0,0,28.06,0.0,1,0,0.060500836509369146,Loyal
TEL-18644,56,Month-to-Month,5G,50.94,538,25,1,0,0,9.44,1.5,2,1,0.06626915504441912,Loyal
TEL-18645,11,1-Year,5G,87.17,569,21,4,0,0,47.42,6.0,0,1,0.03956155787740108,Loyal
TEL-18646,24,Month-to-Month,4G,57.46,548,40,1,1,0,21.92,4.5,2,0,0.21847812839481884,Loyal
TEL-18647,10,1-Year,4G,53.84,642,19,0,0,0,58.36,0.0,0,0,0.05732140204654592,Loyal
TEL-18648,24,Month-to-Month,4G,32.53,402,20,2,0,1,16.08,3.0,2,0,0.2362017274099679,Loyal
TEL-18649,58,Month-to-Month,4G,38.13,750,33,1,0,0,12.71,1.5,2,0,0.1756124845261968,Loyal
TEL-18650,22,Month-to-Month,4G,38.87,185,31,2,0,0,8.04,3.0,2,0,0.23432166783292832,Loyal
TEL-18651,11,Month-to-Month,4G,66.31,440,15,0,0,0,36.67,0.0,2,0,0.2705464519817137,Loyal
TEL-18652,5,Month-to-Month,4G,93.65,463,11,2,0,0,77.17,3.0,2,0,0.2818277477001108,Loyal
TEL-18653,24,Month-to-Month,5G,23.55,386,23,8,0,0,15.44,12.0,2,1,0.4019641090603241,At Risk
TEL-18654,55,Month-to-Month,4G,88.85,427,14,0,0,0,7.63,0.0,2,0,0.16613467694916528,Loyal
TEL-18655,14,1-Year,5G,45.73,398,14,4,1,0,26.53,9.0,0,1,0.16170044442081213,At Risk
TEL-18656,68,Month-to-Month,5G,59.93,419,36,2,0,1,6.07,3.0,2,1,0.09180045391956398,Loyal
TEL-18657,44,1-Year,5G,47.96,594,23,0,0,0,13.2,0.0,0,1,0.016327412402634172,Loyal
TEL-18658,7,Month-to-Month,4G,115.65,0,105,1,0,1,0.0,1.5,2,0,0.9926964769647697,Dormant
TEL-18659,54,1-Year,4G,115.9,709,21,1,0,0,12.89,1.5,0,0,0.03349689429467999,Loyal
TEL-18660,22,1-Year,4G,96.42,470,17,0,0,0,20.43,0.0,0,0,0.07082182630682865,Loyal
TEL-18661,59,Month-to-Month,4G,32.29,629,27,0,0,1,10.48,0.0,2,0,0.19193002705396253,Loyal
TEL-18662,18,Month-to-Month,4G,89.17,497,27,6,0,0,26.16,9.0,2,0,0.45771344149532434,At Risk
TEL-18663,64,1-Year,4G,53.8,663,25,3,0,0,10.2,4.5,0,0,0.04026818885912793,Loyal
TEL-18664,19,2-Year,4G,76.52,485,17,3,0,0,24.25,4.5,1,0,0.0639186153973978,Loyal
TEL-18665,49,Month-to-Month,4G,99.6,282,18,1,0,0,5.64,1.5,2,0,0.17049863030709125,Loyal
TEL-18666,48,Month-to-Month,4G,47.47,395,16,0,2,1,8.06,6.0,2,0,0.21306142997080774,Loyal
TEL-18667,71,Month-to-Month,5G,92.1,454,26,2,0,0,6.31,3.0,2,1,0.08285431710016355,Loyal
TEL-18668,24,Month-to-Month,4G,42.12,855,31,1,0,0,34.2,1.5,2,0,0.22788288936966208,Loyal
TEL-18669,46,Month-to-Month,4G,51.0,498,12,0,0,0,10.6,0.0,2,0,0.17140962637644694,Loyal
TEL-18670,37,Month-to-Month,4G,76.37,436,24,1,0,0,11.47,1.5,2,0,0.1747218940535238,Loyal
TEL-18671,25,Month-to-Month,4G,105.49,643,16,1,0,0,24.73,1.5,2,0,0.19334192179164922,Loyal
TEL-18672,47,Month-to-Month,5G,43.37,534,28,0,0,0,11.13,0.0,2,1,0.07188259510010901,Loyal
TEL-18673,46,Month-to-Month,4G,63.16,433,41,3,0,0,9.21,4.5,2,0,0.16323384558371604,Loyal
TEL-18674,63,Month-to-Month,4G,75.34,656,19,0,0,0,10.25,0.0,2,0,0.17332048363228542,Loyal
TEL-18675,37,2-Year,4G,23.94,352,39,3,0,0,9.26,4.5,1,0,0.03401338532527158,Loyal
TEL-18676,17,Month-to-Month,5G,74.37,819,22,2,4,1,45.5,15.0,2,1,0.44532643803376554,At Risk
TEL-18677,15,Month-to-Month,4G,70.56,611,29,0,0,1,38.19,0.0,2,0,0.27096331445284255,Loyal
TEL-18678,43,2-Year,4G,81.92,509,29,0,1,0,11.57,3.0,1,0,0.029376973914918926,Loyal
TEL-18679,34,2-Year,4G,39.41,234,21,0,1,0,6.69,3.0,1,0,0.029647876667853637,Loyal
TEL-18680,20,Month-to-Month,4G,63.18,0,89,0,0,1,0.0,0.0,2,0,1.0,Dormant
TEL-18681,66,Month-to-Month,4G,49.77,0,64,0,0,1,0.0,0.0,2,0,0.9924444444444444,Dormant
TEL-18682,3,Month-to-Month,5G,70.56,651,37,4,1,0,162.75,9.0,2,1,0.32034726970882155,At Risk
TEL-18683,37,2-Year,5G,87.31,638,31,3,0,0,16.79,4.5,1,1,0.016778687997888453,Loyal
TEL-18684,35,1-Year,5G,42.49,497,38,8,0,0,13.81,12.0,0,1,0.07989814669071651,At Risk
TEL-18685,34,Month-to-Month,5G,102.02,601,26,0,1,0,17.17,3.0,2,1,0.07071741132247078,Loyal
TEL-18686,2,Month-to-Month,4G,23.36,543,41,7,1,0,181.0,13.5,2,0,0.41321730315126365,At Risk
TEL-18687,16,1-Year,5G,41.36,0,114,2,0,1,0.0,3.0,0,1,0.9940000000000001,Dormant
TEL-18688,65,1-Year,5G,82.59,558,21,1,0,0,8.45,1.5,0,1,0.018979807745493234,Loyal
TEL-18689,16,Month-to-Month,5G,81.71,568,26,2,0,0,33.41,3.0,2,1,0.14157257473838056,Loyal
TEL-18690,46,Month-to-Month,4G,24.97,476,17,0,0,0,10.13,0.0,2,0,0.17842472253276478,Loyal
TEL-18691,44,1-Year,4G,29.21,397,25,0,0,1,8.82,0.0,0,0,0.03636980155466137,Loyal
TEL-18692,25,Month-to-Month,4G,94.14,0,115,2,3,1,0.0,12.0,2,0,0.9910066741305837,Dormant
TEL-18693,8,1-Year,4G,38.3,419,21,1,0,0,46.56,1.5,0,0,0.06184494722751345,Loyal
TEL-18694,34,Month-to-Month,5G,75.57,517,15,0,1,1,14.77,3.0,2,1,0.07336501597727568,Loyal
TEL-18695,9,Month-to-Month,4G,104.0,348,35,0,1,0,34.8,3.0,2,0,0.28034141338063234,Loyal
TEL-18696,59,1-Year,5G,95.81,505,3,8,0,0,8.42,12.0,0,1,0.22360174748914843,At Risk
TEL-18697,12,2-Year,5G,42.54,687,21,2,0,0,52.85,3.0,1,1,0.03996525058393174,Loyal
TEL-18698,59,Month-to-Month,4G,89.12,634,36,3,0,1,10.57,4.5,2,0,0.17772604341379378,Loyal
TEL-18699,37,1-Year,4G,89.08,563,20,4,0,0,14.82,6.0,0,0,0.05785519668155805,Loyal
TEL-18700,6,1-Year,4G,78.24,880,46,0,0,0,125.71,0.0,0,0,0.057186150220861744,Loyal
TEL-18701,18,1-Year,4G,96.94,483,14,0,0,0,25.42,0.0,0,0,0.06892781297368256,Loyal
TEL-18702,42,Month-to-Month,4G,118.0,579,37,2,2,1,13.47,9.0,2,0,0.3881209095376636,At Risk
TEL-18703,6,Month-to-Month,5G,116.72,387,29,0,0,0,55.29,0.0,2,1,0.17484609519717267,Loyal
TEL-18704,23,2-Year,5G,114.28,412,17,2,1,0,17.17,6.0,1,1,0.03841298212027455,Loyal
TEL-18705,29,Month-to-Month,4G,76.13,322,32,0,0,0,10.73,0.0,2,0,0.16950156607325262,Loyal
TEL-18706,44,2-Year,5G,35.95,461,40,7,0,0,10.24,10.5,1,1,0.05780184551158365,At Risk
TEL-18707,57,1-Year,4G,108.53,495,13,0,0,0,8.53,0.0,0,0,0.03279492577778506,Loyal
TEL-18708,36,Month-to-Month,4G,61.21,613,21,0,2,0,16.57,6.0,2,0,0.21137348249335397,Loyal
TEL-18709,69,Month-to-Month,4G,76.88,567,39,1,2,0,8.1,7.5,2,0,0.3391302032923441,Loyal
TEL-18710,5,1-Year,4G,79.76,235,22,1,1,0,39.17,4.5,0,0,0.06663675616452515,Loyal
TEL-18711,33,1-Year,4G,30.17,395,40,1,1,0,11.62,4.5,0,0,0.034542110650885166,Loyal
TEL-18712,47,1-Year,4G,81.78,821,17,0,0,0,17.1,0.0,0,0,0.03246272835567525,Loyal
TEL-18713,61,Month-to-Month,4G,86.08,614,15,1,0,0,9.9,1.5,2,0,0.1709131619521104,Loyal
TEL-18714,56,Month-to-Month,4G,52.88,441,37,0,1,0,7.74,3.0,2,0,0.16564400376612853,Loyal
TEL-18715,25,Month-to-Month,5G,24.34,822,34,2,3,1,31.62,12.0,2,1,0.43568169180024446,At Risk
TEL-18716,8,Month-to-Month,5G,83.71,505,19,0,0,0,56.11,0.0,2,1,0.15067268040319473,Loyal
TEL-18717,37,Month-to-Month,4G,78.78,707,35,4,2,1,18.61,12.0,2,0,0.41543506456412727,At Risk
TEL-18718,57,Month-to-Month,4G,55.47,256,28,2,1,0,4.41,6.0,2,0,0.20265968885599014,Loyal
TEL-18719,5,Month-to-Month,5G,79.81,515,17,0,0,0,85.83,0.0,2,1,0.15195393287147824,Loyal
TEL-18720,66,Month-to-Month,5G,99.99,467,16,2,2,0,6.97,9.0,2,1,0.2538328587103918,At Risk
TEL-18721,6,1-Year,5G,100.89,555,31,1,2,1,79.29,7.5,0,1,0.21107157247941713,Loyal
TEL-18722,19,2-Year,4G,20.11,540,31,0,0,0,27.0,0.0,1,0,0.1039512895686146,Loyal
TEL-18723,24,Month-to-Month,4G,88.89,361,34,1,0,0,14.44,1.5,2,0,0.2275948068141113,Loyal
TEL-18724,57,Month-to-Month,4G,87.72,429,37,1,0,0,7.4,1.5,2,0,0.1669302963303755,Loyal
TEL-18725,46,Month-to-Month,4G,89.16,507,31,6,1,0,10.79,12.0,2,0,0.3883114780627025,At Risk
TEL-18726,42,Month-to-Month,5G,87.98,428,26,0,0,0,9.95,0.0,2,1,0.0645584173630244,Loyal
TEL-18727,68,Month-to-Month,5G,28.3,221,13,0,0,0,3.2,0.0,2,1,0.07446574195520057,Loyal
TEL-18728,29,2-Year,5G,22.32,458,18,0,0,0,15.27,0.0,1,1,0.03175781467008056,Loyal
TEL-18729,26,Month-to-Month,4G,80.25,557,33,0,0,0,20.63,0.0,2,0,0.16878708757181662,Loyal
TEL-18730,48,Month-to-Month,4G,34.38,328,17,0,2,0,6.69,6.0,2,0,0.2155102716893115,Loyal
TEL-18731,47,1-Year,4G,113.09,337,36,0,0,0,7.02,0.0,0,0,0.02955829279623482,Loyal
TEL-18732,41,Month-to-Month,5G,110.58,359,25,3,0,0,8.55,4.5,2,1,0.06966945489373998,Loyal
TEL-18733,25,2-Year,4G,43.41,565,28,0,0,0,21.73,0.0,1,0,0.05071841742082078,Loyal
TEL-18734,66,Month-to-Month,4G,67.14,686,15,0,1,0,10.24,3.0,2,0,0.1726960450784266,Loyal
TEL-18735,15,2-Year,4G,98.03,506,13,0,0,1,31.63,0.0,1,0,0.06837573046337429,Loyal
TEL-18736,71,Month-to-Month,4G,50.33,446,29,3,0,0,6.19,4.5,2,0,0.16187638640649848,Loyal
TEL-18737,19,Month-to-Month,4G,89.77,552,16,3,0,0,27.6,4.5,2,0,0.271807446562652,Loyal
TEL-18738,29,1-Year,4G,114.72,381,35,1,0,0,12.7,1.5,0,0,0.03387318032723512,Loyal
TEL-18739,19,Month-to-Month,4G,55.36,519,52,2,0,1,25.95,3.0,2,0,0.30474951613993684,Loyal
TEL-18740,50,1-Year,5G,42.92,500,41,2,3,0,9.8,12.0,0,1,0.06803783164169341,At Risk
TEL-18741,19,Month-to-Month,5G,64.63,440,46,1,1,0,22.0,4.5,2,1,0.17369270450852148,Loyal
TEL-18742,64,Month-to-Month,5G,61.67,576,28,1,1,0,8.86,4.5,2,1,0.07172268664818421,Loyal
TEL-18743,19,Month-to-Month,5G,60.52,410,13,2,0,0,20.5,3.0,2,1,0.13997342857041628,Loyal
TEL-18744,42,1-Year,4G,21.42,474,21,3,0,0,11.02,4.5,0,0,0.03444976933633579,Loyal
TEL-18745,40,Month-to-Month,5G,79.13,533,19,1,0,0,13.0,1.5,2,1,0.06985272329857956,Loyal
TEL-18746,20,Month-to-Month,4G,108.38,346,24,0,0,0,16.48,0.0,2,0,0.26510282255887896,Loyal
